rating_id,userId,movieId,rating,rating_date
11998523,123100,68,2.5,2016-02-14 10:27:57
11998524,123100,69,3.5,2016-12-23 20:35:23
11998525,123100,70,3.5,2015-12-14 19:22:04
11998526,123100,71,2.0,2016-12-01 20:59:49
11998527,123100,72,3.5,2015-12-14 19:00:12
11998528,123100,73,4.0,2016-02-15 11:08:32
11998529,123100,76,2.5,2016-12-23 20:35:33
11998530,123100,77,3.5,2015-12-14 19:14:34
11998531,123100,78,2.5,2016-12-01 20:59:51
11998532,123100,80,4.0,2016-02-11 22:10:38
11998533,123100,81,1.5,2016-02-14 10:28:10
11998534,123100,82,3.5,2015-12-14 19:00:16
11998535,123100,85,3.5,2016-02-14 10:27:08
11998536,123100,89,3.0,2018-08-29 16:12:25
11998537,123100,92,2.5,2016-12-01 20:59:51
11998538,123100,94,3.0,2016-12-23 20:35:28
11998539,123100,95,2.5,2016-12-26 03:24:20
11998540,123100,96,3.5,2018-08-29 16:12:25
11998541,123100,97,5.0,2016-02-11 23:00:35
11998542,123100,99,3.0,2015-12-14 19:14:59
11998543,123100,100,2.5,2016-12-01 20:59:51
11998544,123100,101,3.5,2015-12-14 19:00:14
11998545,123100,105,4.0,2016-02-13 22:28:19
11998546,123100,106,2.0,2017-03-21 22:29:28
11998547,123100,110,3.5,2016-02-13 09:42:53
11998548,123100,111,3.5,2016-02-11 23:00:55
11998549,123100,112,3.5,2016-12-23 20:35:21
11998550,123100,114,3.0,2016-02-13 09:42:58
11998551,123100,115,3.5,2017-08-23 23:00:58
11998552,123100,116,3.0,2017-06-13 05:51:45
11998553,123100,117,4.0,2016-02-15 11:08:33
11998554,123100,121,3.5,2015-12-14 20:07:41
11998555,123100,123,4.0,2015-12-14 18:59:30
11998556,123100,124,3.5,2016-02-14 10:27:16
11998557,123100,125,4.0,2016-02-14 10:26:55
11998558,123100,127,2.0,2016-01-01 22:20:07
11998559,123100,128,3.5,2017-06-13 05:51:44
11998560,123100,130,2.0,2016-02-15 11:08:32
11998561,123100,136,5.0,2016-04-26 07:13:21
11998562,123100,138,3.0,2016-02-11 22:11:00
11998563,123100,141,3.5,2016-02-11 23:00:52
11998564,123100,143,2.0,2017-08-15 18:50:51
11998565,123100,144,3.0,2015-12-14 19:01:26
11998566,123100,145,3.0,2017-01-29 03:47:46
11998567,123100,147,3.5,2018-08-29 16:12:24
11998568,123100,148,3.0,2018-08-29 16:12:24
11998569,123100,149,3.5,2015-12-14 19:00:15
11998570,123100,150,3.5,2015-12-14 19:56:35
11998571,123100,151,3.0,2018-08-29 16:12:25
11998572,123100,152,3.0,2015-12-14 19:21:57
11998573,123100,153,2.5,2016-09-06 21:50:12
11998574,123100,154,4.5,2016-02-11 23:00:38
11998575,123100,155,1.5,2016-02-14 10:28:11
11998576,123100,156,3.0,2017-09-07 00:38:50
11998577,123100,157,0.5,2016-02-14 10:28:16
11998578,123100,158,2.0,2016-10-09 07:29:35
11998579,123100,159,3.0,2018-09-02 01:42:01
11998580,123100,161,3.5,2018-08-29 16:12:25
11998581,123100,162,4.0,2015-12-14 19:15:28
11998582,123100,163,3.5,2016-09-06 21:50:11
11998583,123100,164,3.0,2015-12-14 19:22:16
11998584,123100,165,3.0,2016-12-26 03:24:18
11998585,123100,166,2.5,2015-12-14 19:01:48
11998586,123100,170,3.0,2015-12-14 19:01:28
11998587,123100,171,3.0,2016-02-11 23:00:58
11998588,123100,172,2.5,2017-07-08 22:15:34
11998589,123100,173,0.5,2016-12-23 20:35:39
11998590,123100,175,2.0,2016-02-11 22:11:12
11998591,123100,176,3.5,2015-12-14 19:00:12
11998592,123100,177,2.5,2016-12-01 20:59:51
11998593,123100,178,3.0,2015-12-14 19:01:26
11998594,123100,180,2.5,2016-02-14 10:27:57
11998595,123100,181,2.5,2016-12-23 20:35:33
11998596,123100,183,4.0,2016-11-15 02:43:31
11998597,123100,184,2.5,2015-12-14 19:22:00
11998598,123100,185,2.5,2018-08-29 16:12:25
11998599,123100,187,3.0,2018-08-29 16:12:25
11998600,123100,188,3.0,2015-12-14 19:21:55
11998601,123100,190,4.0,2016-02-11 23:00:47
11998602,123100,193,0.5,2016-02-11 22:11:21
11998603,123100,194,3.5,2015-12-14 19:00:12
11998604,123100,195,2.5,2018-08-29 16:12:25
11998605,123100,196,1.5,2016-10-09 07:29:35
11998606,123100,198,3.5,2015-12-14 19:23:46
11998607,123100,199,4.5,2016-02-11 22:10:15
11998608,123100,202,1.0,2016-02-11 22:11:20
11998609,123100,203,2.0,2016-02-11 23:01:11
11998610,123100,204,1.5,2016-10-09 07:29:35
11998611,123100,205,3.5,2016-02-14 10:27:14
11998612,123100,206,3.0,2017-06-13 05:51:45
11998613,123100,207,3.0,2018-08-29 16:12:25
11998614,123100,208,2.5,2017-01-29 03:47:49
11998615,123100,211,4.0,2016-02-13 09:42:50
11998616,123100,213,3.5,2016-02-13 09:42:53
11998617,123100,214,4.5,2016-02-11 23:00:42
11998618,123100,215,5.0,2016-02-11 22:10:13
11998619,123100,216,3.0,2018-08-29 16:12:24
11998620,123100,218,3.0,2018-08-29 16:12:24
11998621,123100,219,2.0,2016-02-11 23:01:09
11998622,123100,220,3.0,2016-10-09 07:29:30
11998623,123100,223,3.5,2015-12-14 19:00:13
11998624,123100,225,2.5,2016-11-15 02:43:41
11998625,123100,227,2.5,2016-12-23 20:35:33
11998626,123100,229,4.0,2016-02-14 10:26:52
11998627,123100,231,3.0,2016-02-14 10:27:39
11998628,123100,232,3.5,2015-12-14 19:00:14
11998629,123100,233,4.5,2016-02-11 22:10:16
11998630,123100,235,3.5,2015-12-14 19:00:14
11998631,123100,237,2.5,2016-12-01 20:59:51
11998632,123100,239,3.0,2015-12-14 20:04:14
11998633,123100,242,3.0,2016-02-15 11:08:32
11998634,123100,245,2.5,2017-06-13 05:51:46
11998635,123100,246,4.0,2015-12-14 19:14:59
11998636,123100,247,3.5,2015-12-14 19:21:51
11998637,123100,253,3.5,2015-12-14 19:22:17
11998638,123100,254,1.5,2016-02-14 10:28:10
11998639,123100,256,2.0,2018-08-29 16:12:24
11998640,123100,260,4.0,2015-12-14 19:44:51
11998641,123100,261,3.0,2016-02-14 10:27:28
11998642,123100,262,4.5,2016-01-19 10:45:39
11998643,123100,263,3.0,2016-02-14 10:27:42
11998644,123100,264,3.5,2016-04-27 11:28:02
11998645,123100,265,4.5,2016-02-11 22:10:24
11998646,123100,266,3.5,2016-02-15 11:08:32
11998647,123100,268,3.0,2018-08-29 16:12:24
11998648,123100,271,3.0,2018-08-29 16:12:25
11998649,123100,272,4.5,2016-02-14 10:26:39
11998650,123100,273,2.5,2016-12-26 03:24:20
11998651,123100,279,3.0,2018-08-29 16:12:25
11998652,123100,280,3.5,2018-08-29 16:12:25
11998653,123100,281,4.5,2016-02-14 10:26:37
11998654,123100,282,3.0,2018-08-29 16:12:24
11998655,123100,283,3.0,2018-09-02 01:42:01
11998656,123100,286,2.0,2017-02-05 11:32:56
11998657,123100,288,2.0,2016-02-15 11:08:32
11998658,123100,290,4.5,2016-02-13 09:42:47
11998659,123100,292,3.0,2018-08-29 16:12:25
11998660,123100,293,4.0,2015-12-14 19:22:09
11998661,123100,296,4.5,2016-02-11 22:10:20
11998662,123100,297,2.5,2017-06-13 05:51:46
11998663,123100,298,3.0,2016-11-15 02:43:40
11998664,123100,299,3.0,2016-02-11 23:01:01
11998665,123100,300,4.5,2016-02-14 10:26:43
11998666,123100,301,4.0,2016-02-14 10:26:49
11998667,123100,302,3.5,2016-02-11 22:10:40
11998668,123100,305,2.5,2015-12-14 19:01:48
11998669,123100,306,5.0,2016-02-11 23:00:35
11998670,123100,307,5.0,2016-02-11 23:00:35
11998671,123100,308,3.5,2015-12-14 19:00:10
11998672,123100,309,3.5,2016-01-01 22:19:59
11998673,123100,315,0.5,2016-11-15 02:43:53
11998674,123100,316,2.0,2016-02-14 10:28:08
11998675,123100,317,3.0,2018-08-29 16:12:24
11998676,123100,318,4.5,2016-02-13 09:42:47
11998677,123100,319,3.5,2015-12-14 19:21:58
11998678,123100,320,3.0,2016-02-14 10:27:42
11998679,123100,321,3.5,2015-12-14 19:00:12
11998680,123100,322,3.0,2018-08-29 16:12:25
11998681,123100,324,3.5,2015-12-14 19:00:10
11998682,123100,326,4.0,2016-02-13 09:42:50
11998683,123100,327,1.5,2016-04-26 07:13:25
11998684,123100,328,3.0,2016-12-23 20:35:28
11998685,123100,329,3.0,2018-08-29 16:12:24
11998686,123100,331,2.5,2018-08-29 16:12:24
11998687,123100,333,3.0,2018-08-29 16:12:25
11998688,123100,334,3.5,2015-12-14 19:00:11
11998689,123100,335,2.5,2016-12-23 20:35:33
11998690,123100,337,4.0,2016-02-14 10:26:59
11998691,123100,339,3.0,2018-09-02 01:42:01
11998692,123100,341,3.5,2016-05-24 15:09:25
11998693,123100,342,3.5,2015-12-14 19:00:12
11998694,123100,343,2.5,2018-08-29 16:12:24
11998695,123100,344,2.0,2016-02-14 10:28:07
11998696,123100,345,3.5,2015-12-14 19:00:11
11998697,123100,346,3.0,2017-09-07 00:38:52
11998698,123100,347,3.5,2015-12-14 19:22:06
11998699,123100,348,3.5,2015-12-14 19:00:13
11998700,123100,349,4.0,2016-12-23 20:35:21
11998701,123100,350,3.0,2018-08-29 16:12:24
11998702,123100,352,3.5,2016-02-14 10:27:17
11998703,123100,353,4.0,2016-02-15 11:08:32
11998704,123100,355,2.5,2017-01-29 03:47:49
11998705,123100,356,3.5,2016-02-11 22:10:47
11998706,123100,357,3.5,2015-12-14 19:00:13
11998707,123100,358,3.0,2018-08-29 16:12:25
11998708,123100,359,3.0,2015-12-14 19:01:28
11998709,123100,361,3.0,2018-08-29 16:12:24
11998710,123100,363,4.5,2016-01-19 10:45:38
11998711,123100,364,4.0,2015-12-14 20:04:02
11998712,123100,365,3.0,2016-05-24 15:09:25
11998713,123100,366,3.0,2016-09-06 21:50:12
11998714,123100,367,3.0,2016-09-06 21:50:11
11998715,123100,369,3.5,2016-02-14 10:27:14
11998716,123100,370,3.0,2016-12-23 20:35:28
11998717,123100,372,3.0,2017-05-01 02:36:50
11998718,123100,373,4.5,2016-02-14 10:26:42
11998719,123100,376,3.0,2018-08-29 16:12:24
11998720,123100,377,3.5,2015-12-14 19:22:11
11998721,123100,378,2.5,2018-08-29 16:12:24
11998722,123100,379,2.0,2016-12-23 20:35:35
11998723,123100,380,3.5,2016-04-26 14:12:57
11998724,123100,382,2.5,2016-12-26 03:24:20
11998725,123100,383,3.0,2018-08-29 16:12:24
11998726,123100,386,2.5,2018-09-02 01:42:01
11998727,123100,389,4.0,2016-02-15 11:08:32
11998728,123100,390,3.0,2015-12-14 19:01:34
11998729,123100,392,3.0,2016-11-15 02:43:40
11998730,123100,393,2.0,2016-12-26 03:24:21
11998731,123100,394,3.0,2017-08-30 00:11:43
11998732,123100,396,2.5,2018-08-29 16:12:25
11998733,123100,400,3.0,2017-09-07 00:38:51
11998734,123100,403,3.5,2015-12-14 19:00:13
11998735,123100,407,3.5,2015-12-14 19:22:10
11998736,123100,410,3.0,2016-12-23 20:35:28
11998737,123100,412,4.0,2016-02-11 22:10:38
11998738,123100,417,3.5,2015-12-14 19:00:14
11998739,123100,423,3.0,2018-08-29 16:12:24
11998740,123100,425,3.0,2018-08-29 16:12:24
11998741,123100,426,2.5,2015-12-14 19:24:22
11998742,123100,427,2.0,2015-12-14 19:22:06
11998743,123100,428,4.5,2016-01-19 10:45:38
11998744,123100,429,2.5,2015-12-14 19:56:41
11998745,123100,431,4.0,2016-02-15 11:08:31
11998746,123100,434,3.0,2016-12-23 20:35:24
11998747,123100,439,1.0,2016-04-26 07:13:25
11998748,123100,440,3.0,2018-08-29 16:12:23
11998749,123100,441,3.5,2015-12-14 19:00:13
11998750,123100,442,3.0,2017-01-29 03:47:46
11998751,123100,444,2.0,2015-12-14 19:01:51
11998752,123100,446,4.0,2016-02-11 23:00:48
11998753,123100,448,3.5,2015-12-14 19:22:05
11998754,123100,454,3.0,2017-01-29 03:47:46
11998755,123100,456,3.5,2017-03-21 22:29:22
11998756,123100,457,3.5,2015-12-14 19:24:38
11998757,123100,459,2.5,2017-07-22 08:15:22
11998758,123100,461,3.5,2016-02-11 23:00:52
11998759,123100,464,3.0,2015-12-14 19:22:12
11998760,123100,466,3.0,2017-01-29 03:47:46
11998761,123100,468,2.5,2016-02-14 10:27:59
11998762,123100,469,1.0,2016-02-14 10:28:14
11998763,123100,471,3.5,2015-12-14 19:00:11
11998764,123100,472,3.0,2016-12-01 20:59:54
11998765,123100,474,3.0,2016-12-23 20:35:28
11998766,123100,475,4.5,2016-02-11 22:10:19
11998767,123100,477,4.5,2016-02-11 23:00:37
11998768,123100,479,3.0,2016-11-15 02:43:40
11998769,123100,480,4.0,2015-12-14 19:23:50
11998770,123100,481,3.0,2015-12-14 19:22:12
11998771,123100,482,3.0,2015-12-14 19:22:02
11998772,123100,483,4.5,2016-02-11 23:00:36
11998773,123100,485,2.5,2016-12-23 20:35:33
11998774,123100,488,3.0,2016-02-11 22:10:59
11998775,123100,491,3.0,2018-08-29 16:12:24
11998776,123100,492,3.5,2015-12-14 19:00:15
11998777,123100,493,4.0,2016-01-21 23:53:42
11998778,123100,495,4.0,2016-02-11 16:35:29
11998779,123100,496,4.5,2016-02-14 10:26:36
11998780,123100,497,3.5,2015-12-14 19:00:12
11998781,123100,500,3.0,2015-12-14 19:01:28
11998782,123100,501,3.5,2015-12-14 19:00:15
11998783,123100,504,3.0,2016-12-23 20:35:28
11998784,123100,506,3.5,2016-02-11 23:00:51
11998785,123100,507,3.5,2015-12-14 19:22:09
11998786,123100,508,3.5,2016-02-11 22:10:41
11998787,123100,509,4.5,2016-02-11 23:00:43
11998788,123100,515,4.5,2016-02-14 10:26:43
11998789,123100,518,2.5,2018-08-29 16:12:24
11998790,123100,519,2.0,2016-11-15 02:43:48
11998791,123100,520,2.0,2016-10-09 07:29:35
11998792,123100,521,3.0,2015-12-14 19:21:59
11998793,123100,522,4.0,2016-02-11 22:10:38
11998794,123100,523,4.5,2016-02-15 11:08:31
11998795,123100,524,4.0,2016-02-15 11:08:31
11998796,123100,526,4.0,2016-02-11 23:00:50
11998797,123100,527,4.5,2016-02-11 23:00:37
11998798,123100,529,5.0,2016-02-14 10:26:34
11998799,123100,530,5.0,2016-02-13 09:42:44
11998800,123100,531,3.5,2018-08-29 16:12:24
11998801,123100,532,3.0,2015-12-14 19:01:27
11998802,123100,533,2.5,2016-12-01 20:59:51
11998803,123100,534,3.0,2016-12-01 20:59:54
11998804,123100,535,3.5,2015-12-14 19:00:12
11998805,123100,538,3.0,2017-07-21 06:51:34
11998806,123100,539,3.5,2016-02-14 10:27:10
11998807,123100,541,4.0,2015-12-14 19:23:51
11998808,123100,544,0.5,2016-10-09 07:29:35
11998809,123100,547,3.0,2016-12-01 20:59:54
11998810,123100,548,0.5,2016-10-09 07:29:35
11998811,123100,549,4.0,2016-02-11 22:10:26
11998812,123100,550,1.0,2016-02-11 23:01:14
11998813,123100,551,4.0,2015-12-14 20:04:14
11998814,123100,552,3.0,2015-12-14 19:56:36
11998815,123100,553,3.5,2016-02-11 22:10:47
11998816,123100,555,4.0,2015-12-14 19:22:16
11998817,123100,556,3.5,2015-12-14 19:13:48
11998818,123100,562,3.5,2015-12-14 19:00:10
11998819,123100,563,4.5,2016-02-14 10:26:36
11998820,123100,565,3.0,2015-12-14 19:22:06
11998821,123100,566,2.5,2018-08-29 16:12:24
11998822,123100,567,3.0,2016-05-27 23:30:47
11998823,123100,568,2.5,2016-12-01 20:59:51
11998824,123100,570,4.0,2016-02-15 11:08:31
11998825,123100,574,3.0,2015-12-14 19:01:26
11998826,123100,579,2.5,2016-01-01 22:20:03
11998827,123100,581,4.5,2016-02-14 10:26:43
11998828,123100,582,3.0,2017-08-15 18:50:51
11998829,123100,583,3.5,2015-12-14 19:00:14
11998830,123100,585,3.0,2016-02-14 10:27:36
11998831,123100,586,2.5,2016-02-14 10:27:56
11998832,123100,587,3.5,2016-02-14 10:27:13
11998833,123100,588,4.0,2015-12-14 20:04:10
11998834,123100,589,4.0,2015-12-14 19:44:53
11998835,123100,590,4.0,2015-12-14 19:56:19
11998836,123100,592,3.5,2015-12-14 19:56:31
11998837,123100,593,4.0,2015-12-14 19:21:55
11998838,123100,594,3.5,2015-12-14 20:04:04
11998839,123100,595,4.0,2015-12-14 20:04:11
11998840,123100,596,3.5,2015-12-14 20:04:04
11998841,123100,597,3.0,2015-12-14 19:01:25
11998842,123100,598,3.5,2015-12-14 19:44:58
11998843,123100,599,4.0,2015-12-14 19:56:21
11998844,123100,602,3.5,2016-11-15 02:43:32
11998845,123100,608,4.0,2015-12-14 19:22:04
11998846,123100,609,3.0,2018-08-29 16:12:26
11998847,123100,610,3.0,2016-09-06 21:50:11
11998848,123100,612,2.0,2016-02-15 11:08:33
11998849,123100,613,3.0,2016-11-15 02:43:40
11998850,123100,615,3.0,2016-01-21 23:53:42
11998851,123100,616,3.5,2015-12-14 20:04:08
11998852,123100,617,4.0,2016-02-11 22:10:34
11998853,123100,618,2.5,2017-06-13 05:51:46
11998854,123100,620,3.0,2018-08-29 16:12:22
11998855,123100,621,4.5,2016-02-14 10:26:39
11998856,123100,625,3.0,2015-12-14 19:01:25
11998857,123100,627,3.0,2017-09-07 00:38:50
11998858,123100,628,3.5,2016-04-26 07:13:22
11998859,123100,629,3.0,2017-03-21 22:29:24
11998860,123100,632,4.0,2016-02-11 22:10:35
11998861,123100,636,2.5,2015-12-14 19:22:04
11998862,123100,638,3.0,2018-08-29 16:12:25
11998863,123100,639,2.5,2018-08-29 16:12:26
11998864,123100,645,4.5,2016-02-14 10:26:42
11998865,123100,648,3.5,2015-12-14 19:24:37
11998866,123100,649,3.5,2016-04-27 11:28:04
11998867,123100,652,3.5,2016-02-14 10:27:08
11998868,123100,659,3.5,2015-12-14 19:21:32
11998869,123100,661,3.0,2015-12-14 20:04:01
11998870,123100,663,3.0,2018-08-29 16:12:26
11998871,123100,664,2.0,2017-08-28 23:28:28
11998872,123100,665,4.0,2015-12-14 18:59:30
11998873,123100,666,2.5,2016-02-14 10:27:52
11998874,123100,668,4.5,2016-01-19 10:45:35
11998875,123100,670,5.0,2016-01-19 10:45:35
11998876,123100,671,3.5,2018-08-29 16:12:26
11998877,123100,673,3.0,2016-09-06 21:50:12
11998878,123100,674,3.5,2016-02-11 23:00:54
11998879,123100,678,3.5,2017-08-30 00:11:42
11998880,123100,680,3.5,2015-12-14 19:23:51
11998881,123100,681,3.5,2015-12-14 19:00:19
11998882,123100,682,3.0,2015-12-14 19:13:48
11998883,123100,684,2.5,2018-08-29 16:12:15
11998884,123100,685,2.0,2016-02-11 23:01:09
11998885,123100,690,3.5,2016-02-14 10:27:08
11998886,123100,692,1.5,2017-09-07 07:14:05
11998887,123100,693,3.0,2016-04-13 00:15:46
11998888,123100,696,3.5,2017-09-07 07:14:03
11998889,123100,701,2.5,2016-02-14 10:27:52
11998890,123100,702,4.0,2016-02-11 23:00:44
11998891,123100,704,0.5,2016-10-09 07:29:35
11998892,123100,707,1.5,2016-11-15 02:43:49
11998893,123100,708,2.5,2018-08-29 16:12:26
11998894,123100,709,3.0,2018-08-29 16:12:20
11998895,123100,713,1.0,2016-02-14 10:28:13
11998896,123100,714,3.5,2016-02-13 09:42:54
11998897,123100,715,3.5,2015-12-14 19:56:26
11998898,123100,716,3.0,2016-05-27 23:30:20
11998899,123100,717,3.0,2016-05-27 23:30:48
11998900,123100,718,3.5,2016-12-23 20:35:23
11998901,123100,723,5.0,2016-02-14 10:26:33
11998902,123100,724,3.0,2017-01-29 03:47:46
11998903,123100,728,3.5,2015-12-14 20:07:40
11998904,123100,729,3.5,2015-12-14 20:04:10
11998905,123100,733,3.5,2015-12-14 19:24:27
11998906,123100,735,3.0,2016-02-14 10:27:36
11998907,123100,736,2.5,2016-12-01 20:59:51
11998908,123100,738,3.0,2016-02-14 10:27:42
11998909,123100,741,4.0,2015-12-14 19:24:58
11998910,123100,743,2.5,2016-12-23 20:35:33
11998911,123100,745,4.0,2015-12-14 19:40:40
11998912,123100,746,5.0,2016-02-11 22:10:11
11998913,123100,748,3.0,2015-12-14 19:23:46
11998914,123100,750,4.0,2015-12-14 18:59:34
11998915,123100,751,3.5,2015-12-14 19:00:14
11998916,123100,753,3.5,2017-09-07 00:38:48
11998917,123100,757,4.0,2016-02-13 09:42:50
11998918,123100,758,3.5,2016-12-01 20:59:56
11998919,123100,759,3.5,2017-09-07 00:38:48
11998920,123100,760,3.5,2017-07-05 22:55:21
11998921,123100,764,3.5,2017-07-21 06:51:33
11998922,123100,765,2.5,2016-12-23 20:35:33
11998923,123100,766,3.5,2016-02-11 23:00:52
11998924,123100,768,3.5,2017-09-07 07:14:03
11998925,123100,771,3.0,2016-05-24 15:09:25
11998926,123100,772,3.0,2017-01-14 00:03:34
11998927,123100,773,4.0,2016-02-13 22:28:18
11998928,123100,774,3.5,2016-01-19 10:45:38
11998929,123100,775,3.0,2015-12-14 19:21:29
11998930,123100,778,4.0,2016-02-11 22:10:26
11998931,123100,780,3.0,2015-12-14 19:44:57
11998932,123100,781,2.5,2016-02-14 10:27:55
11998933,123100,783,3.5,2016-04-26 07:13:22
11998934,123100,784,2.5,2018-08-29 16:12:25
11998935,123100,785,3.0,2016-11-15 02:43:40
11998936,123100,786,2.5,2016-12-23 20:35:33
11998937,123100,788,2.5,2016-12-23 20:35:33
11998938,123100,789,3.0,2016-02-11 22:10:59
11998939,123100,790,3.0,2016-02-14 10:27:28
11998940,123100,791,2.5,2018-08-29 16:12:25
11998941,123100,792,3.0,2017-07-21 06:51:33
11998942,123100,795,2.5,2016-02-28 10:30:15
11998943,123100,796,3.0,2016-11-15 02:43:35
11998944,123100,799,3.0,2016-12-26 03:24:18
11998945,123100,800,4.5,2016-02-13 09:42:47
11998946,123100,803,3.0,2015-12-14 19:01:27
11998947,123100,805,3.5,2018-08-29 16:12:26
11998948,123100,807,3.5,2015-12-14 19:00:15
11998949,123100,812,3.0,2017-03-21 22:29:23
11998950,123100,820,3.5,2015-12-14 19:56:31
11998951,123100,822,3.5,2016-02-15 11:08:30
11998952,123100,823,3.5,2015-12-14 19:00:29
11998953,123100,824,3.0,2017-06-13 05:51:45
11998954,123100,825,2.0,2016-02-11 23:01:12
11998955,123100,827,1.5,2016-02-14 10:28:12
11998956,123100,830,3.0,2016-12-23 20:35:28
11998957,123100,831,3.0,2016-02-11 23:01:01
11998958,123100,832,3.0,2017-01-29 03:47:46
11998959,123100,837,3.5,2018-08-29 16:12:26
11998960,123100,841,3.5,2015-12-14 19:21:41
11998961,123100,845,3.5,2016-02-13 09:42:53
11998962,123100,846,4.0,2016-02-11 23:00:51
11998963,123100,848,3.0,2018-08-29 16:12:26
11998964,123100,849,2.5,2018-08-29 16:12:25
11998965,123100,850,3.5,2016-02-11 22:10:47
11998966,123100,851,3.0,2016-02-11 22:11:00
11998967,123100,852,2.5,2018-08-29 16:12:26
11998968,123100,854,5.0,2016-02-15 11:08:18
11998969,123100,855,1.5,2016-04-26 07:13:25
11998970,123100,857,3.5,2016-11-15 02:43:32
11998971,123100,858,4.5,2016-02-13 22:28:18
11998972,123100,860,3.0,2017-05-01 02:36:50
11998973,123100,861,3.0,2016-05-27 23:30:47
11998974,123100,864,2.0,2018-08-29 16:12:25
11998975,123100,865,3.0,2016-02-14 10:27:42
11998976,123100,866,3.5,2015-12-14 19:22:06
11998977,123100,868,3.0,2016-05-27 23:30:47
11998978,123100,869,3.0,2015-12-14 19:22:17
11998979,123100,872,4.0,2016-02-11 22:10:34
11998980,123100,873,3.5,2016-02-14 10:27:03
11998981,123100,874,3.0,2017-09-07 00:38:52
11998982,123100,877,4.0,2016-02-28 10:30:12
11998983,123100,878,3.5,2016-02-14 10:27:08
11998984,123100,886,2.5,2018-08-29 16:12:25
11998985,123100,887,3.0,2018-09-02 01:42:02
11998986,123100,889,3.0,2016-02-14 10:27:36
11998987,123100,890,3.0,2017-06-13 05:51:45
11998988,123100,892,3.5,2017-07-12 09:09:20
11998989,123100,894,3.5,2015-12-14 20:16:27
11998990,123100,896,5.0,2016-02-11 22:10:13
11998991,123100,897,3.5,2016-02-14 10:27:17
11998992,123100,898,4.0,2015-12-14 18:59:37
11998993,123100,899,4.0,2015-12-14 18:59:33
11998994,123100,900,4.5,2016-02-13 09:42:45
11998995,123100,901,4.0,2016-02-14 10:26:55
11998996,123100,902,3.5,2015-12-14 19:00:28
11998997,123100,903,4.0,2015-12-14 19:21:21
11998998,123100,904,4.0,2015-12-14 19:21:32
11998999,123100,905,4.0,2015-12-14 18:59:38
11999000,123100,906,3.5,2015-12-14 19:21:37
11999001,123100,907,5.0,2016-01-19 10:45:33
11999002,123100,908,4.0,2015-12-14 19:24:48
11999003,123100,909,4.0,2015-12-14 18:59:34
11999004,123100,910,4.0,2015-12-14 18:59:34
11999005,123100,911,4.0,2015-12-14 18:59:36
11999006,123100,912,4.5,2016-02-11 22:10:16
11999007,123100,913,5.0,2016-02-11 22:10:10
11999008,123100,914,4.5,2016-02-13 09:42:46
11999009,123100,915,4.5,2016-02-11 23:00:41
11999010,123100,916,4.0,2015-12-14 18:59:33
11999011,123100,917,3.0,2018-08-29 16:11:57
11999012,123100,918,3.5,2015-12-14 19:00:35
11999013,123100,919,4.0,2015-12-14 19:56:20
